829 1476
414 420 0.26438184923728597
414 388 0.3876451557956901
414 339 0.006375250013083367
414 421 0.3860061341073187
414 349 0.31438412763648077
414 320 0.3839161840183497
414 422 0.42531994712800836
415 407 0.16507157577419146
415 408 0.29680823382937443
416 290 0.03964681408936349
417 61 0.07186326534625237
418 79 0.13512469981846176
418 187 0.1786119136340083
419 44 0.3722978830780605
420 423 0.08947425502053591
420 424 0.32496015589904326
421 425 0.0010962803945417376
422 425 0.15030805553467352
423 425 0.05916609832398401
424 81 0.34499015212932216
424 47 0.3878107288447568
425 43 0.14385876955499144
425 95 0.3375033410509391
425 426 0.3274071979822402
425 427 0.024485257186023235
425 428 0.2037089313328065
425 429 0.4528650499258146
425 218 0.364898646414612
425 59 0.1749293497510198
425 430 0.040176939955939794
425 417 0.43490333737749576
425 96 0.44631602990903413
425 235 0.41384977593291056
425 431 0.2698494837498883
425 110 0.49618207498519185
425 419 0.1071334742833967
425 432 0.39280616027962195
425 317 0.24152117727212502
425 94 0.039594729526399364
426 398 0.2494595456595245
427 294 0.4442125175837576
428 433 0.4933947763597276
429 434 0.4411276604604684
430 435 0.003362176509970727
431 257 0.1824697215584219
432 33 0.14048079296332872
433 80 0.4708979445968632
434 436 0.4688162044971082
435 437 0.15377134529576453
435 39 0.3763773868573286
436 161 0.4102068941000762
437 405 0.4504448350187037
437 406 0.1363598422002788
438 87 0.49589627438323997
439 263 0.04881878441302007
439 14 0.38982542839484174
439 432 0.3459976874776201
440 181 0.26508131849680283
441 433 0.321515946960755
441 185 0.1384723278602017
442 438 0.11372058350466374
443 225 0.47102918294602636
444 78 0.3722994626018798
445 78 0.3011422718511135
446 78 0.48252575694792393
447 94 0.2730344074831372
448 241 0.19245532285288125
449 95 0.39219014621176385
449 21 0.28813119723160296
450 439 0.36621920533298874
451 114 0.1440762529106197
452 440 0.3297394319648495
452 117 0.0446483366541085
452 441 0.37201167379707273
453 442 0.13419546752377293
454 442 0.2408821681723467
454 390 0.2270521965170304
455 442 0.24758585791272386
456 67 0.1768359966053789
457 181 0.4705640999868628
458 443 0.29927721983824035
459 77 0.0496886105147083
460 413 0.40629290595005496
461 388 0.3011005717574272
462 62 0.3730759068354041
463 62 0.07549367528204998
464 62 0.48078498968586425
465 251 0.1349655214974611
466 54 0.20828289024556906
466 309 0.46536733717754214
466 242 0.1772656122150293
467 29 0.4662523240878084
468 112 0.07421538991319787
469 262 0.29824068380196067
470 249 0.19930140931447277
470 44 0.45084038301473967
471 22 0.23253048636934903
472 189 0.24355570708070207
472 444 0.119720935983194
472 445 0.1311546380437571
473 153 0.14884804787878497
474 446 0.29930802181527355
474 447 0.2967817388169304
474 389 0.4615075572277564
474 448 0.22458806933531394
474 449 0.15319373594609464
474 450 0.2870388928528817
474 219 0.22177562307054371
474 451 0.471416393541482
474 117 0.0810796206671317
475 14 0.3550231346032092
476 410 0.31335098721355453
476 405 0.11668144441288791
477 153 0.044313665288476134
478 243 0.08016200198695034
479 161 0.23860899484204223
480 30 0.01172159688791724
481 388 0.48219221109160515
481 262 0.17449570799339614
482 435 0.08525849296189869
483 339 0.15368116135171744
484 153 0.184880439586721
485 452 0.2715891245026395
486 29 0.08672105022097731
487 153 0.44939724864216757
488 447 0.3683828762221682
489 190 0.12500947519378608
490 453 0.06539453350618385
490 432 0.015229633373503138
491 451 0.4176752725743072
492 451 0.36835061451689216
493 50 0.2788905393849463
494 212 0.12264733330831701
495 13 0.09961047756432284
496 112 0.24691083517791712
497 454 0.08651956752570905
497 455 0.14702660131557277
497 28 0.08047799847941556
497 456 0.005330786409205701
497 43 0.16319379859011673
497 95 0.29974344688843607
497 383 0.28304287344409657
497 210 0.4338433488702975
497 287 0.4657242087608071
498 14 0.028839803701057876
499 19 0.005641631797708935
500 457 0.18530522801468058
501 458 0.07473243043938277
502 459 0.05050472819930124
502 460 0.21355728915705663
502 461 0.09447441239704357
502 458 0.33661859842059944
502 457 0.4763956897607488
503 344 0.27978790230650713
504 115 0.03214122998960239
505 116 0.15228114224149986
506 86 0.13494226406626647
507 356 0.4117412063514245
508 382 0.3106471081370573
509 361 0.11371420470004068
510 445 0.420662445011346
511 90 0.3162057013092783
511 172 0.4081245097560146
512 462 0.19244611857073557
512 463 0.12944917025077896
512 221 0.07687804029077094
513 464 0.16630760075090656
513 465 0.15763982186472725
514 384 0.06902978244705571
514 466 0.2343712604158794
514 467 0.14439354845350433
514 468 0.3313100379850609
514 469 0.37306574285856303
514 45 0.2175143085599926
514 46 0.32752501996263594
514 48 0.09708931075922822
514 49 0.48852518145263885
514 470 0.05541349064897855
514 320 0.2169094470350414
515 471 0.37312641665328794
515 472 0.09884908340819937
515 125 0.2580740049393638
515 299 0.3819667061855232
516 435 0.09749961571701865
517 97 0.14228259356384887
518 371 0.124499470493035
519 361 0.01652701232185677
520 36 0.31369695872287906
521 473 0.17288157007881422
522 155 0.39877578695535254
523 72 0.2727926548354391
524 295 0.20876101844367623
524 469 0.16090559675629346
525 61 0.31354490960709275
526 206 0.4043312741782545
527 61 0.4727064518496686
528 26 0.1293803816483648
529 370 0.016037733776403607
530 442 0.050377371295381446
531 474 0.38509979593403976
531 194 0.07008101043893672
531 195 0.3990555536396153
531 401 0.12812868984218695
531 475 0.19401995904215075
531 402 0.07690510399800937
531 196 0.147905634474566
531 110 0.38254148336440075
531 197 0.0013940140074604757
531 476 0.0719507650577989
532 477 0.4592939535309215
532 478 0.2443171637631173
533 198 0.13827848680407834
533 461 0.3032222555212993
533 196 0.3538483602152775
533 479 0.38987120551069127
533 360 0.27153346339837675
533 110 0.30919905799909053
534 480 0.20999938069135915
535 481 0.11433704938900541
536 204 0.17869110365475033
536 482 0.3652279153169692
536 53 0.2900258751226525
536 208 0.007737658766684641
536 47 0.26481855568784785
537 214 0.09276762505562314
538 297 0.1312445668027129
539 80 0.38212764768207247
540 483 0.13858794316271822
541 214 0.06579232537413293
542 78 0.48971936747772826
543 484 0.0028021200620540476
543 284 0.18037220591028807
543 485 0.4302914522144795
544 36 0.42120785016903145
545 36 0.2160293532927164
546 212 0.04105246605859014
547 296 0.15384741215898984
548 486 0.4589656884758881
549 487 0.4531963467278836
549 31 0.38955102889355814
549 52 0.3725937944840191
549 486 0.0952700480619238
549 121 0.4816993108364687
549 436 0.014870255272984412
549 60 0.27138332056494174
550 91 0.4883479020409077
551 452 0.20084898652528776
552 245 0.43359053227697975
553 219 0.3683218524562539
554 202 0.3029500195897371
555 393 0.287591338600946
556 42 0.08780494178447656
557 29 0.4797209820071172
558 370 0.2047431532902097
559 290 0.3660569808131188
560 318 0.052549318072685425
561 488 0.3109565989871778
561 489 0.44426324321014526
562 153 0.18895662974391836
563 14 0.02955643190674978
563 480 0.3686871417452125
564 480 0.30966846256484803
565 272 0.013538629798940105
566 43 0.06275183822853314
567 490 0.3936428409149655
567 82 0.1752521145629657
567 395 0.4006262075518589
568 35 0.33840180551504706
568 37 0.08789713687665557
569 50 0.27198605175907925
570 41 0.4795538449695042
571 67 0.3281213174416492
572 460 0.19533929465922506
572 461 0.04646595180130797
572 479 0.030640956161727073
572 491 0.08402092147243323
572 492 0.16497080463888963
572 360 0.49951996267932003
572 110 0.33311797455950065
573 441 0.18921756181881855
574 459 0.22809130903633573
575 438 0.3171148650784035
576 206 0.24005004785440454
577 191 0.04908535352620813
577 259 0.24748129813079323
577 443 0.30791704603620723
577 467 0.295579027963851
577 438 0.19001128980535487
578 23 0.3488581374686636
579 242 0.16705695894847894
580 60 0.42821784225441
581 493 0.10716832200714088
582 35 0.13893017539882319
583 494 0.05076036594206279
584 425 0.4577134827171922
584 119 0.16072140004199736
584 374 0.19116627703559613
585 246 0.21031068131699898
586 379 0.36081029455407887
587 26 0.027229008759975692
588 227 0.04680466154460483
589 187 0.19303696980730228
590 187 0.428760313995026
591 176 0.4486183609115563
592 495 0.3895009446145346
592 252 0.3840533438322749
592 253 0.22172175671998612
592 496 0.08682630202621455
592 497 0.13628671526552416
592 351 0.08641962574807399
592 352 0.46025399618123275
592 498 0.32648182050145064
592 353 0.32970569262655736
593 166 0.46016105982453787
594 344 0.02001180536320296
595 28 0.05624002579115389
