3621 20984
151 351 0.16666666666666666
151 353 0.1111111111111111
1723 1722 1.0
429 168 0.03125
3477 134 0.07142857142857142
823 824 0.2
823 825 0.041666666666666664
823 826 0.2
3455 2371 0.25
1875 1212 0.1111111111111111
1335 1149 0.06666666666666667
308 1162 0.030303030303030304
237 573 0.08333333333333333
510 164 0.058823529411764705
350 569 0.06666666666666667
242 2930 0.25
10 1201 0.125
10 1200 0.09090909090909091
260 504 0.045454545454545456
829 807 0.03125
436 105 0.045454545454545456
48 335 0.05
592 1294 0.07692307692307693
3507 1295 0.045454545454545456
592 1292 0.1
592 1293 0.125
2268 3525 0.25
3044 734 0.045454545454545456
1349 1346 0.125
1349 1347 0.125
388 1363 0.045454545454545456
93 2329 0.5
3003 1365 0.05263157894736842
694 1044 0.125
269 75 0.047619047619047616
708 707 0.2
1381 303 0.05263157894736842
1483 2942 0.14285714285714285
948 2614 1.0
1742 897 0.08333333333333333
2749 1134 0.09090909090909091
985 152 0.07692307692307693
510 1662 0.058823529411764705
67 35 0.034482758620689655
609 1742 0.04
836 42 0.029411764705882353
420 1497 1.0
67 1849 0.14285714285714285
1671 260 0.019230769230769232
3294 3352 0.3333333333333333
1270 487 0.06666666666666667
1451 828 0.05555555555555555
1250 1251 0.2
1189 1190 0.25
541 272 0.05
700 1465 0.05263157894736842
126 45 0.009174311926605505
309 166 0.16666666666666666
379 378 0.05263157894736842
326 12 0.041666666666666664
309 165 0.03333333333333333
385 276 0.012987012987012988
2392 863 0.058823529411764705
3572 3573 1.0
679 2905 0.2
3467 2021 0.1
1297 835 0.1111111111111111
854 16 0.125
1750 245 0.05
435 3184 0.125
1315 51 0.023809523809523808
3432 3431 0.14285714285714285
3303 3306 0.25
800 144 0.045454545454545456
2850 1280 0.05263157894736842
2143 3019 0.3333333333333333
336 1374 0.1111111111111111
1203 2135 0.07692307692307693
1855 3461 0.5
698 700 0.058823529411764705
435 793 0.08333333333333333
553 2272 1.0
652 1666 0.03225806451612903
1997 360 0.027777777777777776
442 441 0.3333333333333333
442 440 0.3333333333333333
1332 1333 1.0
1678 3379 0.5
316 2338 0.14285714285714285
799 19 0.029411764705882353
748 642 0.14285714285714285
1457 2937 0.5
30 2570 0.14285714285714285
1814 1666 0.03225806451612903
576 3468 0.2
2979 1012 0.07142857142857142
263 170 0.017857142857142856
3113 49 0.25
373 2867 0.2
1455 771 0.02127659574468085
125 198 0.010309278350515464
2916 738 0.03571428571428571
1329 1503 0.3333333333333333
591 194 0.024390243902439025
3292 130 0.011904761904761904
999 3066 0.5
51 271 0.02857142857142857
2676 352 0.125
2029 3010 1.0
435 427 0.017241379310344827
234 3431 0.14285714285714285
805 310 0.045454545454545456
1842 201 0.02631578947368421
1017 1116 1.0
1700 2212 0.16666666666666666
1246 77 0.020833333333333332
121 1501 0.08333333333333333
557 234 0.02564102564102564
1944 216 0.08333333333333333
248 1867 1.0
2117 40 0.02631578947368421
3030 425 0.023809523809523808
167 3092 0.5
1560 2349 0.1
2900 2901 0.5
1202 309 0.04
1297 2596 0.2
791 865 0.018518518518518517
3179 2202 0.14285714285714285
128 549 0.025
640 642 0.14285714285714285
640 641 0.5
337 157 0.03571428571428571
1695 1696 0.25
2836 2837 1.0
2883 2882 0.5
1869 148 0.02
1882 1881 0.2
252 1338 0.2
1882 1883 0.09090909090909091
2678 2681 0.25
1882 1884 0.2
275 2763 0.5
779 919 0.058823529411764705
83 306 0.5
276 1007 0.07142857142857142
1036 970 0.125
2579 2831 0.25
2587 2588 0.3333333333333333
230 3549 0.25
1259 1258 0.2
2818 419 0.03333333333333333
129 935 0.06666666666666667
273 1877 0.09090909090909091
430 3128 0.25
755 192 0.037037037037037035
3501 600 0.029411764705882353
336 1955 0.1
850 922 0.16666666666666666
850 921 0.07142857142857142
631 130 0.011904761904761904
245 36 0.02702702702702703
1162 568 0.2
1479 44 0.02
276 330 0.09090909090909091
537 1102 0.07142857142857142
906 1940 0.2
945 554 0.06666666666666667
165 166 0.16666666666666666
3187 962 0.1
2263 2562 0.5
2263 2561 0.16666666666666666
3187 963 0.07692307692307693
1707 762 0.023809523809523808
3508 423 0.14285714285714285
2758 968 0.16666666666666666
2134 38 0.016666666666666666
1415 1416 0.5
2338 1017 0.08333333333333333
531 532 0.25
531 533 0.058823529411764705
531 530 0.14285714285714285
3563 425 0.023809523809523808
1088 555 0.06666666666666667
412 300 0.03333333333333333
162 1235 0.08333333333333333
1198 978 0.1111111111111111
2117 226 0.022727272727272728
8 2148 0.1111111111111111
1045 1044 0.125
379 3062 0.14285714285714285
2216 1420 0.25
506 2652 0.16666666666666666
805 609 0.05263157894736842
274 1831 0.25
2 1448 0.25
2714 380 0.1111111111111111
37 1668 0.2
3378 2756 0.09090909090909091
1843 679 0.09090909090909091
121 549 0.025
1612 2461 0.3333333333333333
1582 514 0.07142857142857142
503 280 0.25
8 2144 0.08333333333333333
2790 1006 0.06666666666666667
1069 1133 0.1111111111111111
434 433 0.14285714285714285
3395 2339 0.5
2553 144 0.045454545454545456
974 975 0.25
637 2288 0.5
637 2289 0.5
2479 2477 0.5
3395 2340 0.25
1276 865 0.018518518518518517
827 2915 0.25
317 793 0.08333333333333333
217 2794 0.3333333333333333
1636 1637 0.3333333333333333
1434 1147 0.16666666666666666
794 655 0.02564102564102564
1126 1125 0.1
1126 1124 0.3333333333333333
1126 1123 0.3333333333333333
587 1155 0.1111111111111111
1577 3236 0.2
631 535 0.058823529411764705
361 1052 0.023809523809523808
168 2589 0.2
694 1434 0.14285714285714285
25 1087 0.5
160 1059 0.058823529411764705
3225 430 0.037037037037037035
1135 1429 0.09090909090909091
3066 207 0.0196078431372549
1961 1960 1.0
45 336 0.02127659574468085
1797 260 0.019230769230769232
1327 103 0.09090909090909091
2526 1172 0.041666666666666664
502 1661 0.1
2197 2002 0.16666666666666666
2341 219 0.047619047619047616
1951 604 0.1
1809 1807 0.25
542 170 0.017857142857142856
2690 2689 1.0
628 37 0.01694915254237288
231 826 0.2
231 825 0.041666666666666664
231 824 0.2
231 823 0.2
580 1452 0.07692307692307693
580 1451 0.125
12 1196 0.16666666666666666
239 2150 1.0
1382 2057 0.5
1331 1202 0.03125
1060 792 0.09090909090909091
506 787 0.03225806451612903
2117 107 0.038461538461538464
148 272 0.05
292 99 0.01818181818181818
77 104 0.1
1140 249 0.029411764705882353
3311 2831 0.25
144 143 0.14285714285714285
144 414 0.05263157894736842
37 198 0.010309278350515464
317 1395 0.3333333333333333
3084 902 0.03125
626 2606 0.1111111111111111
1430 3511 0.25
168 430 0.037037037037037035
1110 1835 0.25
1110 1836 0.2
144 148 0.02
1372 818 0.03225806451612903
170 1280 0.05263157894736842
37 194 0.024390243902439025
1294 1758 0.125
762 41 0.037037037037037035
645 160 0.047619047619047616
954 953 0.1
203 551 0.14285714285714285
332 1208 0.05555555555555555
505 982 0.09090909090909091
2151 1609 0.16666666666666666
2843 559 0.09090909090909091
3091 167 0.05555555555555555
491 508 0.14285714285714285
354 1068 0.08333333333333333
835 1297 0.03571428571428571
162 208 0.043478260869565216
1052 2611 0.1111111111111111
435 294 0.02702702702702703
957 1635 0.3333333333333333
1341 2986 0.14285714285714285
353 2716 0.3333333333333333
2558 2559 0.25
300 1052 0.023809523809523808
2116 2115 0.16666666666666666
2116 2114 0.25
243 857 0.2
675 300 0.03333333333333333
312 257 0.07142857142857142
2247 2098 0.125
138 154 0.02631578947368421
571 857 0.2
571 856 0.1111111111111111
164 3470 0.25
2098 865 0.018518518518518517
470 906 0.125
2282 3350 0.25
2282 3351 0.25
865 130 0.011904761904761904
2560 790 0.058823529411764705
3249 3248 0.25
430 200 0.06666666666666667
168 1562 0.14285714285714285
124 2487 0.16666666666666666
1535 242 0.06666666666666667
1925 592 0.038461538461538464
701 227 0.022222222222222223
701 226 0.022727272727272728
234 1059 0.058823529411764705
2547 77 0.020833333333333332
771 2391 0.25
2674 1875 0.1111111111111111
1861 10 0.047619047619047616
2830 2829 1.0
2353 771 0.02127659574468085
3358 94 0.14285714285714285
296 295 0.5
1167 203 0.02040816326530612
593 1742 0.04
2807 370 0.2
652 2821 0.3333333333333333
851 922 0.16666666666666666
0 286 0.25
851 921 0.07142857142857142
230 2202 0.14285714285714285
1823 2633 1.0
1412 902 0.03125
1903 2939 0.1
545 1582 0.2
2665 266 0.14285714285714285
828 312 0.038461538461538464
622 716 0.04
2975 780 0.14285714285714285
652 1151 0.1
45 94 0.14285714285714285
1007 0 0.038461538461538464
45 96 0.05
491 1539 0.16666666666666666
83 997 0.16666666666666666
239 1749 0.07142857142857142
2960 198 0.010309278350515464
1100 983 0.03125
1666 897 0.08333333333333333
772 791 0.07692307692307693
1366 313 0.07692307692307693
308 129 0.02564102564102564
346 733 0.14285714285714285
235 236 0.5
3178 3179 0.3333333333333333
1341 1988 0.09090909090909091
1341 1989 0.08333333333333333
2585 2586 0.3333333333333333
1433 2096 1.0
487 417 0.1
761 312 0.038461538461538464
1664 230 0.04
1278 1277 1.0
600 790 0.058823529411764705
1666 572 0.024390243902439025
2060 554 0.06666666666666667
1170 3081 0.25
1073 231 0.023809523809523808
2144 151 0.03225806451612903
523 74 0.041666666666666664
300 2500 0.25
300 2501 0.25
43 1496 0.05555555555555555
194 105 0.045454545454545456
863 1978 0.25
863 1979 0.25
1783 1784 0.16666666666666666
1783 1785 0.16666666666666666
1783 1786 0.16666666666666666
1023 19 0.029411764705882353
2369 2368 0.3333333333333333
245 1678 0.06666666666666667
248 752 0.047619047619047616
476 42 0.029411764705882353
2788 2787 0.5
2320 2200 0.09090909090909091
772 427 0.017241379310344827
1240 580 0.038461538461538464
133 1843 0.1111111111111111
734 1442 0.1111111111111111
2591 2590 0.5
347 2268 0.07692307692307693
314 717 0.09090909090909091
664 663 0.3333333333333333
1398 1401 0.1111111111111111
1398 1400 0.2
983 694 0.037037037037037035
127 125 0.02631578947368421
127 126 0.045454545454545456
2200 1120 0.125
610 3064 0.2
878 276 0.012987012987012988
226 542 0.023255813953488372
6 1071 0.03225806451612903
2348 2627 0.16666666666666666
286 627 0.02857142857142857
2939 738 0.03571428571428571
1110 704 0.07692307692307693
88 40 0.02631578947368421
3053 506 0.03571428571428571
1427 405 0.047619047619047616
1457 1055 0.16666666666666666
762 1404 0.2
762 1405 0.14285714285714285
87 2691 0.2
1293 592 0.038461538461538464
87 2692 0.2
655 61 0.045454545454545456
946 2516 0.5
1295 425 0.023809523809523808
850 715 0.045454545454545456
1169 77 0.020833333333333332
3306 3304 0.25
1027 416 0.14285714285714285
40 148 0.02
612 130 0.011904761904761904
546 2946 0.5
1460 1459 0.058823529411764705
2723 3483 0.25
2341 409 0.125
591 1341 0.03333333333333333
436 99 0.01818181818181818
1916 989 0.08333333333333333
202 632 0.2
1071 81 0.08333333333333333
2865 2480 0.25
228 1841 0.09090909090909091
436 93 0.023255813953488372
1480 1482 0.5
1480 1481 0.16666666666666666
307 129 0.02564102564102564
1401 1452 0.07692307692307693
217 1436 0.5
973 3528 1.0
12 346 0.023255813953488372
3318 60 0.07692307692307693
107 108 0.05555555555555555
107 109 0.1111111111111111
74 655 0.02564102564102564
3305 3306 0.25
1643 1642 0.25
3618 3619 0.5
1643 1641 0.14285714285714285
2394 909 0.125
117 228 0.03571428571428571
1643 1645 0.14285714285714285
1257 140 0.03571428571428571
169 148 0.02
1794 790 0.058823529411764705
937 3479 0.5
743 312 0.038461538461538464
268 51 0.023809523809523808
2723 2685 0.2
2644 3501 0.5
280 667 0.08333333333333333
516 1227 0.25
3529 593 0.2
288 161 0.05263157894736842
786 2621 0.3333333333333333
411 1963 0.2
388 67 0.020833333333333332
1284 1286 0.3333333333333333
58 59 0.125
1284 1283 0.3333333333333333
75 76 0.0625
1239 166 0.16666666666666666
207 273 0.041666666666666664
207 272 0.05
58 57 0.1111111111111111
305 2832 1.0
1567 1566 0.3333333333333333
2915 828 0.05555555555555555
6 780 0.14285714285714285
1640 115 0.09090909090909091
983 884 0.07692307692307693
3511 3314 0.125
549 1073 0.1111111111111111
626 2569 0.3333333333333333
2915 827 0.16666666666666666
360 1997 0.1111111111111111
1369 2663 0.16666666666666666
166 165 0.03333333333333333
938 3479 0.5
2115 2116 0.25
1662 99 0.01818181818181818
547 249 0.029411764705882353
1616 1618 0.25
1616 1617 0.06666666666666667
1200 1202 0.03125
1200 1201 0.125
1970 64 0.06666666666666667
643 356 0.08333333333333333
1434 841 0.14285714285714285
336 335 0.05
336 334 0.07692307692307693
336 337 0.16666666666666666
591 1755 0.2
766 332 0.02
3034 157 0.03571428571428571
591 1758 0.125
356 626 0.038461538461538464
231 610 0.05263157894736842
567 152 0.07692307692307693
470 1938 0.2
834 833 1.0
1373 316 0.041666666666666664
538 198 0.010309278350515464
679 133 0.03571428571428571
2156 2158 0.06666666666666667
2156 2157 0.25
914 916 0.5
914 915 0.5
1209 1210 0.06666666666666667
249 3523 1.0
12 3483 0.25
1786 1783 0.16666666666666666
818 2176 0.3333333333333333
3340 2867 0.2
3222 2923 0.14285714285714285
2531 127 0.07692307692307693
37 628 0.1111111111111111
680 1811 0.07692307692307693
540 3190 1.0
303 513 0.06666666666666667
354 353 0.1111111111111111
1208 332 0.02
203 700 0.058823529411764705
187 459 0.07142857142857142
761 221 0.14285714285714285
2718 1661 0.1
1999 822 0.25
2366 2122 0.5
1459 902 0.03125
2016 853 0.2
1046 870 0.045454545454545456
2178 2177 0.2
1092 1928 1.0
2708 1534 0.08333333333333333
2522 203 0.02040816326530612
1874 672 0.16666666666666666
425 37 0.01694915254237288
2463 1212 0.1111111111111111
147 763 0.1
587 1302 0.05555555555555555
952 352 0.125
669 99 0.01818181818181818
454 130 0.011904761904761904
147 2671 0.25
3269 3271 0.3333333333333333
38 130 0.011904761904761904
2260 425 0.023809523809523808
1811 128 0.02564102564102564
175 1439 1.0
179 502 0.047619047619047616
2402 1025 0.14285714285714285
37 620 0.05555555555555555
3605 1363 0.045454545454545456
2242 2241 0.14285714285714285
2242 2240 0.14285714285714285
508 443 0.0625
716 541 0.038461538461538464
1850 67 0.020833333333333332
239 38 0.016666666666666666
1377 1376 0.07142857142857142
77 245 0.05
811 198 0.010309278350515464
3157 1477 0.0625
37 624 0.5
393 3177 0.25
1146 1382 0.041666666666666664
1182 1659 0.16666666666666666
983 1100 0.06666666666666667
1099 545 0.029411764705882353
1726 640 0.2
419 1545 0.25
1163 902 0.03125
1084 599 0.08333333333333333
1163 901 0.1
989 481 0.047619047619047616
3095 3432 0.14285714285714285
200 428 0.03225806451612903
1343 257 0.07142857142857142
186 1854 0.5
133 356 0.08333333333333333
719 325 0.021739130434782608
435 130 0.011904761904761904
2979 1496 0.05555555555555555
1172 2884 0.2
609 805 0.09090909090909091
1788 877 0.034482758620689655
609 807 0.03125
3431 3433 0.14285714285714285
3283 510 0.022727272727272728
1681 2842 0.14285714285714285
1498 996 0.06666666666666667
655 2022 0.2
276 2784 0.2
271 48 0.024390243902439025
468 467 1.0
4 5 0.2
1193 1194 0.09090909090909091
806 680 0.058823529411764705
3293 326 0.04
405 609 0.05263157894736842
48 3372 0.25
2632 45 0.009174311926605505
505 587 0.037037037037037035
1699 1869 0.2
45 208 0.043478260869565216
470 2791 0.25
181 37 0.01694915254237288
2324 2323 0.25
507 1226 0.2
1306 248 0.06666666666666667
2880 2217 0.047619047619047616
2303 3055 0.3333333333333333
679 1518 0.25
1145 1094 0.07142857142857142
110 2147 0.09090909090909091
1302 3339 0.25
500 64 0.06666666666666667
679 1517 0.1111111111111111
2160 700 0.058823529411764705
60 694 0.037037037037037035
286 505 0.02702702702702703
1225 507 0.05
3202 788 0.09090909090909091
952 351 0.16666666666666666
510 1179 0.14285714285714285
2528 731 0.1111111111111111
981 1516 0.5
168 2047 0.125
8 836 0.14285714285714285
3183 3419 0.5
2036 656 0.0625
1767 25 0.05555555555555555
2252 878 0.02040816326530612
1040 1341 0.03333333333333333
2487 124 0.03571428571428571
2059 2060 0.3333333333333333
864 164 0.058823529411764705
620 505 0.02702702702702703
260 1365 0.05263157894736842
2235 1305 0.08333333333333333
428 294 0.02702702702702703
33 2182 0.1
140 1396 0.16666666666666666
609 1927 0.05263157894736842
35 1850 0.2
516 271 0.02857142857142857
310 40 0.02631578947368421
1073 718 0.1
201 2645 0.14285714285714285
1415 545 0.029411764705882353
858 859 0.16666666666666666
529 2623 0.3333333333333333
19 126 0.045454545454545456
2368 2369 0.5
2827 19 0.029411764705882353
264 2029 0.25
2940 3559 0.3333333333333333
838 2592 0.16666666666666666
86 291 0.07692307692307693
505 620 0.05555555555555555
44 554 0.06666666666666667
1534 576 0.1
2326 1678 0.06666666666666667
2353 342 0.06666666666666667
978 308 0.03125
157 427 0.017241379310344827
668 249 0.029411764705882353
130 2047 0.125
157 934 0.14285714285714285
157 935 0.06666666666666667
1171 1012 0.07142857142857142
2001 44 0.02
364 2558 0.25
793 435 0.05
123 2179 0.3333333333333333
1344 1381 0.16666666666666666
2617 573 0.08333333333333333
68 3505 0.3333333333333333
68 3504 0.3333333333333333
2663 828 0.05555555555555555
2655 1306 0.038461538461538464
2857 2856 1.0
3023 761 0.0625
3163 3162 0.3333333333333333
3201 1245 0.09090909090909091
2644 695 0.1
1302 87 0.1
3282 99 0.01818181818181818
2397 1280 0.05263157894736842
876 733 0.14285714285714285
3018 3017 1.0
371 201 0.02631578947368421
2086 492 0.14285714285714285
427 892 0.125
2370 260 0.019230769230769232
1420 952 0.05
516 681 0.1
1098 1095 0.25
1098 1097 0.25
1098 1096 0.16666666666666666
152 985 0.125
394 3587 1.0
957 1178 0.04
2661 1821 0.2
1659 1181 0.14285714285714285
1172 1665 0.25
3024 3025 0.14285714285714285
3565 52 0.16666666666666666
681 516 0.034482758620689655
1341 701 0.02564102564102564
1183 173 0.14285714285714285
1931 806 0.16666666666666666
1931 807 0.03125
1172 86 0.05
2530 1927 0.05263157894736842
1402 361 0.043478260869565216
121 2042 0.058823529411764705
1162 1052 0.023809523809523808
936 2142 0.14285714285714285
3379 1678 0.06666666666666667
3339 221 0.14285714285714285
1347 169 0.07142857142857142
196 539 0.125
1560 2245 0.2
3226 3227 0.14285714285714285
752 40 0.02631578947368421
1675 3120 0.5
652 1814 0.5
2203 791 0.07692307692307693
549 38 0.016666666666666666
2141 2140 0.3333333333333333
153 443 0.0625
910 230 0.04
171 273 0.041666666666666664
582 951 0.14285714285714285
701 716 0.04
2518 2519 0.3333333333333333
2914 153 0.03571428571428571
115 279 0.14285714285714285
218 3045 0.5
207 2229 0.5
877 154 0.02631578947368421
376 2532 0.3333333333333333
1125 2659 0.3333333333333333
40 310 0.045454545454545456
376 2531 0.16666666666666666
2384 64 0.06666666666666667
420 1477 0.0625
228 716 0.04
40 318 0.25
1 1501 0.08333333333333333
1425 325 0.021739130434782608
931 1189 0.3333333333333333
610 2071 0.125
460 3430 1.0
52 787 0.03225806451612903
1344 421 0.05
1568 2217 0.047619047619047616
103 1210 0.06666666666666667
889 890 0.16666666666666666
1219 1218 1.0
1711 505 0.02702702702702703
27 711 0.3333333333333333
3319 3320 0.08333333333333333
3473 124 0.03571428571428571
1878 360 0.027777777777777776
686 1877 0.09090909090909091
421 1529 0.08333333333333333
728 3516 0.16666666666666666
631 1749 0.07142857142857142
