829 1476
108 166 0.01
108 167 0.01
108 168 0.01
109 165 0.01
110 169 0.01
111 169 0.01
112 170 0.01
112 171 0.01
112 90 0.01
112 172 0.01
113 80 0.01
114 28 0.01
114 95 0.01
115 173 0.01
115 174 0.01
115 175 0.01
115 176 0.01
115 177 0.01
115 178 0.01
115 179 0.01
115 180 0.01
115 181 0.01
116 88 0.01
117 182 0.01
117 183 0.01
118 184 0.01
119 184 0.01
119 185 0.01
120 186 0.01
121 65 0.01
122 187 0.01
123 188 0.01
124 189 0.01
125 190 0.01
126 191 0.01
127 192 0.01
128 193 0.01
128 194 0.01
128 195 0.01
128 196 0.01
128 110 0.01
128 197 0.01
129 193 0.01
129 198 0.01
129 199 0.01
129 200 0.01
129 186 0.01
130 36 0.01
131 201 0.01
131 189 0.01
131 202 0.01
131 203 0.01
132 182 0.01
133 204 0.01
134 204 0.01
135 205 0.01
136 206 0.01
137 207 0.01
138 208 0.01
139 38 0.01
140 158 0.01
141 209 0.01
142 210 0.01
143 130 0.01
144 211 0.01
145 62 0.01
145 152 0.01
146 212 0.01
146 213 0.01
146 214 0.01
146 62 0.01
146 152 0.01
146 215 0.01
146 216 0.01
146 217 0.01
147 218 0.01
148 219 0.01
149 153 0.01
150 187 0.01
151 172 0.01
152 220 0.01
152 189 0.01
152 139 0.01
153 221 0.01
154 39 0.01
155 222 0.01
155 223 0.01
155 224 0.01
155 199 0.01
155 200 0.01
156 56 0.01
157 152 0.01
158 225 0.01
159 101 0.01
159 207 0.01
159 226 0.01
159 227 0.01
159 228 0.01
159 229 0.01
159 230 0.01
160 207 0.01
161 147 0.01
162 231 0.01
162 39 0.01
163 86 0.01
164 232 0.01
165 111 0.01
166 116 0.01
167 233 0.01
167 39 0.01
168 234 0.01
169 235 0.01
170 161 0.01
171 102 0.01
171 236 0.01
172 237 0.01
173 238 0.01
174 222 0.01
174 223 0.01
174 239 0.01
174 240 0.01
175 228 0.01
176 151 0.01
177 56 0.01
178 43 0.01
179 241 0.01
180 165 0.01
181 242 0.01
182 215 0.01
183 243 0.01
184 232 0.01
184 72 0.01
185 43 0.01
186 22 0.01
187 216 0.01
188 244 0.01
189 245 0.01
190 246 0.01
190 247 0.01
190 126 0.01
190 248 0.01
190 249 0.01
190 250 0.01
191 57 0.01
192 251 0.01
193 252 0.01
194 253 0.01
195 60 0.01
196 60 0.01
197 254 0.01
198 212 0.01
199 255 0.01
199 256 0.01
200 72 0.01
201 257 0.01
202 245 0.01
202 218 0.01
202 140 0.01
203 258 0.01
204 259 0.01
205 98 0.01
206 225 0.01
207 260 0.01
208 155 0.01
209 261 0.01
210 225 0.01
211 14 0.01
212 238 0.01
213 262 0.01
214 263 0.01
214 27 0.01
214 264 0.01
214 265 0.01
214 266 0.01
214 238 0.01
214 267 0.01
215 268 0.01
216 264 0.01
216 268 0.01
216 267 0.01
217 269 0.01
218 270 0.01
219 153 0.01
219 270 0.01
219 271 0.01
220 119 0.01
220 272 0.01
220 273 0.01
220 274 0.01
220 275 0.01
220 276 0.01
220 277 0.01
220 278 0.01
220 279 0.01
220 280 0.01
220 281 0.01
220 282 0.01
220 283 0.01
220 284 0.01
220 285 0.01
220 286 0.01
220 287 0.01
221 288 0.01
221 81 0.01
221 289 0.01
221 290 0.01
222 291 0.01
223 6 0.01
224 39 0.01
225 32 0.01
225 292 0.01
225 39 0.01
226 293 0.01
227 294 0.01
228 295 0.01
229 296 0.01
230 225 0.01
231 297 0.01
232 297 0.01
233 116 0.01
234 97 0.01
235 97 0.01
236 298 0.01
237 299 0.01
238 300 0.01
239 78 0.01
240 301 0.01
241 302 0.01
242 303 0.01
242 138 0.01
242 304 0.01
242 305 0.01
242 284 0.01
243 173 0.01
243 306 0.01
244 155 0.01
244 75 0.01
245 307 0.01
245 308 0.01
245 309 0.01
246 112 0.01
247 310 0.01
247 232 0.01
248 311 0.01
249 204 0.01
249 312 0.01
250 43 0.01
251 298 0.01
252 225 0.01
253 313 0.01
253 314 0.01
254 271 0.01
255 138 0.01
256 161 0.01
257 315 0.01
258 316 0.01
259 317 0.01
260 152 0.01
261 318 0.01
262 114 0.01
263 319 0.01
264 263 0.01
264 282 0.01
265 320 0.01
266 321 0.01
267 322 0.01
267 323 0.01
268 324 0.01
269 146 0.01
269 240 0.01
270 206 0.01
271 325 0.01
272 47 0.01
273 326 0.01
274 46 0.01
275 111 0.01
276 225 0.01
277 327 0.01
277 296 0.01
277 328 0.01
277 329 0.01
277 330 0.01
277 331 0.01
277 47 0.01
278 95 0.01
279 166 0.01
280 332 0.01
281 63 0.01
282 33 0.01
283 333 0.01
283 251 0.01
284 101 0.01
284 229 0.01
285 36 0.01
286 24 0.01
287 24 0.01
288 334 0.01
289 36 0.01
290 225 0.01
291 335 0.01
291 334 0.01
291 336 0.01
291 337 0.01
291 77 0.01
291 46 0.01
291 338 0.01
292 339 0.01
293 340 0.01
294 248 0.01
294 257 0.01
295 175 0.01
296 341 0.01
297 341 0.01
297 107 0.01
298 341 0.01
299 30 0.01
299 77 0.01
300 26 0.01
301 255 0.01
302 50 0.01
303 104 0.01
303 107 0.01
303 108 0.01
304 78 0.01
304 314 0.01
304 342 0.01
304 23 0.01
305 313 0.01
305 14 0.01
306 43 0.01
307 181 0.01
308 343 0.01
309 17 0.01
310 344 0.01
311 161 0.01
312 345 0.01
313 169 0.01
313 346 0.01
314 343 0.01
315 347 0.01
315 348 0.01
316 71 0.01
317 217 0.01
318 293 0.01
319 82 0.01
320 11 0.01
321 301 0.01
322 332 0.01
323 349 0.01
324 300 0.01
325 350 0.01
326 67 0.01
326 65 0.01
327 269 0.01
328 69 0.01
329 248 0.01
330 136 0.01
331 258 0.01
331 39 0.01
332 39 0.01
333 351 0.01
333 352 0.01
333 117 0.01
333 353 0.01
334 241 0.01
334 322 0.01
335 40 0.01
335 151 0.01
336 40 0.01
336 354 0.01
336 322 0.01
336 355 0.01
336 356 0.01
336 357 0.01
336 46 0.01
336 358 0.01
336 4 0.01
337 67 0.01
338 14 0.01
338 25 0.01
339 161 0.01
340 161 0.01
341 359 0.01
342 360 0.01
343 300 0.01
343 111 0.01
343 361 0.01
343 39 0.01
344 362 0.01
344 363 0.01
344 315 0.01
344 364 0.01
344 365 0.01
345 366 0.01
345 367 0.01
345 340 0.01
345 368 0.01
346 95 0.01
347 52 0.01
348 68 0.01
349 290 0.01
350 369 0.01
351 370 0.01
351 129 0.01
351 321 0.01
351 371 0.01
352 372 0.01
352 302 0.01
352 373 0.01
353 374 0.01
354 375 0.01
354 376 0.01
355 162 0.01
356 79 0.01
356 187 0.01
356 377 0.01
356 14 0.01
356 80 0.01
356 23 0.01
356 378 0.01
356 379 0.01
356 162 0.01
356 380 0.01
356 206 0.01
357 266 0.01
357 381 0.01
358 217 0.01
359 279 0.01
360 24 0.01
361 14 0.01
361 19 0.01
362 220 0.01
362 115 0.01
362 319 0.01
363 61 0.01
363 382 0.01
363 109 0.01
364 152 0.01
365 43 0.01
365 383 0.01
366 36 0.01
367 251 0.01
368 87 0.01
369 211 0.01
370 384 0.01
370 211 0.01
370 385 0.01
371 386 0.01
371 387 0.01
372 301 0.01
373 388 0.01
374 33 0.01
375 282 0.01
376 60 0.01
377 88 0.01
378 263 0.01
379 389 0.01
380 390 0.01
381 391 0.01
381 86 0.01
381 158 0.01
381 392 0.01
381 393 0.01
381 394 0.01
382 391 0.01
383 392 0.01
384 83 0.01
384 154 0.01
384 343 0.01
384 269 0.01
384 262 0.01
384 353 0.01
385 372 0.01
386 161 0.01
387 236 0.01
388 395 0.01
389 181 0.01
390 396 0.01
391 206 0.01
392 277 0.01
392 397 0.01
392 398 0.01
393 397 0.01
394 399 0.01
395 400 0.01
396 401 0.01
396 93 0.01
396 402 0.01
396 188 0.01
396 110 0.01
397 153 0.01
397 403 0.01
397 188 0.01
397 332 0.01
398 138 0.01
398 304 0.01
399 232 0.01
400 46 0.01
400 404 0.01
401 24 0.01
402 405 0.01
403 406 0.01
404 407 0.01
404 408 0.01
404 189 0.01
404 55 0.01
404 169 0.01
404 51 0.01
404 409 0.01
404 73 0.01
404 405 0.01
404 406 0.01
405 410 0.01
405 55 0.01
405 169 0.01
405 411 0.01
406 318 0.01
406 189 0.01
406 120 0.01
407 51 0.01
408 153 0.01
409 95 0.01
410 412 0.01
410 369 0.01
410 274 0.01
410 413 0.01
411 414 0.01
411 415 0.01
411 416 0.01
412 104 0.01
412 106 0.01
413 95 0.01
413 218 0.01
413 417 0.01
413 418 0.01
413 383 0.01
413 419 0.01
414 420 0.01
414 388 0.01
414 339 0.01
414 421 0.01
414 349 0.01
414 320 0.01
414 422 0.01
415 407 0.01
415 408 0.01
416 290 0.01
417 61 0.01
418 79 0.01
418 187 0.01
419 44 0.01
420 423 0.01
420 424 0.01
421 425 0.01
422 425 0.01
423 425 0.01
424 81 0.01
424 47 0.01
425 43 0.01
425 95 0.01
425 426 0.01
425 427 0.01
425 428 0.01
425 429 0.01
425 218 0.01
425 59 0.01
425 430 0.01
425 417 0.01
425 96 0.01
425 235 0.01
425 431 0.01
425 110 0.01
425 419 0.01
425 432 0.01
425 317 0.01
425 94 0.01
426 398 0.01
427 294 0.01
428 433 0.01
429 434 0.01
430 435 0.01
431 257 0.01
432 33 0.01
433 80 0.01
434 436 0.01
435 437 0.01
435 39 0.01
436 161 0.01
437 405 0.01
437 406 0.01
438 87 0.01
439 263 0.01
439 14 0.01
439 432 0.01
440 181 0.01
441 433 0.01
441 185 0.01
442 438 0.01
443 225 0.01
444 78 0.01
445 78 0.01
446 78 0.01
447 94 0.01
448 241 0.01
449 95 0.01
449 21 0.01
450 439 0.01
451 114 0.01
452 440 0.01
452 117 0.01
452 441 0.01
453 442 0.01
454 442 0.01
454 390 0.01
455 442 0.01
456 67 0.01
457 181 0.01
458 443 0.01
459 77 0.01
460 413 0.01
461 388 0.01
462 62 0.01
463 62 0.01
464 62 0.01
465 251 0.01
466 54 0.01
466 309 0.01
466 242 0.01
467 29 0.01
468 112 0.01
469 262 0.01
470 249 0.01
470 44 0.01
471 22 0.01
472 189 0.01
472 444 0.01
472 445 0.01
473 153 0.01
474 446 0.01
474 447 0.01
474 389 0.01
474 448 0.01
474 449 0.01
474 450 0.01
474 219 0.01
474 451 0.01
474 117 0.01
475 14 0.01
476 410 0.01
476 405 0.01
477 153 0.01
478 243 0.01
479 161 0.01
480 30 0.01
481 388 0.01
481 262 0.01
482 435 0.01
483 339 0.01
484 153 0.01
485 452 0.01
486 29 0.01
487 153 0.01
488 447 0.01
489 190 0.01
490 453 0.01
490 432 0.01
491 451 0.01
492 451 0.01
493 50 0.01
494 212 0.01
495 13 0.01
496 112 0.01
497 454 0.01
497 455 0.01
497 28 0.01
497 456 0.01
497 43 0.01
497 95 0.01
497 383 0.01
497 210 0.01
497 287 0.01
498 14 0.01
499 19 0.01
500 457 0.01
501 458 0.01
502 459 0.01
502 460 0.01
502 461 0.01
502 458 0.01
502 457 0.01
503 344 0.01
504 115 0.01
505 116 0.01
506 86 0.01
507 356 0.01
508 382 0.01
509 361 0.01
510 445 0.01
511 90 0.01
511 172 0.01
512 462 0.01
512 463 0.01
512 221 0.01
513 464 0.01
513 465 0.01
514 384 0.01
514 466 0.01
514 467 0.01
514 468 0.01
514 469 0.01
514 45 0.01
514 46 0.01
514 48 0.01
514 49 0.01
514 470 0.01
514 320 0.01
515 471 0.01
515 472 0.01
515 125 0.01
515 299 0.01
516 435 0.01
517 97 0.01
518 371 0.01
519 361 0.01
520 36 0.01
521 473 0.01
522 155 0.01
523 72 0.01
524 295 0.01
524 469 0.01
525 61 0.01
526 206 0.01
527 61 0.01
528 26 0.01
529 370 0.01
530 442 0.01
531 474 0.01
531 194 0.01
531 195 0.01
531 401 0.01
531 475 0.01
531 402 0.01
531 196 0.01
531 110 0.01
531 197 0.01
531 476 0.01
532 477 0.01
532 478 0.01
533 198 0.01
533 461 0.01
533 196 0.01
533 479 0.01
533 360 0.01
533 110 0.01
534 480 0.01
535 481 0.01
536 204 0.01
536 482 0.01
536 53 0.01
536 208 0.01
536 47 0.01
537 214 0.01
538 297 0.01
539 80 0.01
540 483 0.01
541 214 0.01
542 78 0.01
543 484 0.01
543 284 0.01
543 485 0.01
544 36 0.01
545 36 0.01
546 212 0.01
547 296 0.01
548 486 0.01
549 487 0.01
549 31 0.01
549 52 0.01
549 486 0.01
549 121 0.01
549 436 0.01
549 60 0.01
550 91 0.01
551 452 0.01
552 245 0.01
553 219 0.01
554 202 0.01
555 393 0.01
556 42 0.01
557 29 0.01
558 370 0.01
559 290 0.01
560 318 0.01
561 488 0.01
561 489 0.01
562 153 0.01
563 14 0.01
563 480 0.01
564 480 0.01
565 272 0.01
566 43 0.01
567 490 0.01
567 82 0.01
567 395 0.01
568 35 0.01
568 37 0.01
569 50 0.01
570 41 0.01
571 67 0.01
572 460 0.01
572 461 0.01
572 479 0.01
572 491 0.01
572 492 0.01
572 360 0.01
572 110 0.01
573 441 0.01
574 459 0.01
575 438 0.01
576 206 0.01
577 191 0.01
577 259 0.01
577 443 0.01
577 467 0.01
577 438 0.01
578 23 0.01
579 242 0.01
580 60 0.01
581 493 0.01
582 35 0.01
583 494 0.01
584 425 0.01
584 119 0.01
584 374 0.01
585 246 0.01
586 379 0.01
587 26 0.01
588 227 0.01
589 187 0.01
590 187 0.01
591 176 0.01
592 495 0.01
592 252 0.01
592 253 0.01
592 496 0.01
592 497 0.01
592 351 0.01
592 352 0.01
592 498 0.01
592 353 0.01
593 166 0.01
594 344 0.01
595 28 0.01
596 499 0.01
597 238 0.01
598 216 0.01
599 435 0.01
600 500 0.01
600 307 0.01
600 244 0.01
600 501 0.01
601 438 0.01
602 173 0.01
603 19 0.01
604 114 0.01
605 437 0.01
606 43 0.01
607 56 0.01
608 13 0.01
609 122 0.01
610 189 0.01
611 296 0.01
612 293 0.01
613 59 0.01
613 480 0.01
613 419 0.01
614 97 0.01
615 294 0.01
616 152 0.01
617 290 0.01
618 262 0.01
619 257 0.01
620 19 0.01
621 136 0.01
622 502 0.01
623 290 0.01
624 503 0.01
625 138 0.01
626 236 0.01
627 504 0.01
628 379 0.01
629 206 0.01
630 187 0.01
631 87 0.01
632 82 0.01
633 174 0.01
633 177 0.01
634 177 0.01
634 291 0.01
635 505 0.01
636 124 0.01
636 63 0.01
636 506 0.01
637 95 0.01
637 303 0.01
638 57 0.01
639 87 0.01
640 245 0.01
641 107 0.01
642 507 0.01
642 508 0.01
642 505 0.01
642 434 0.01
642 344 0.01
643 413 0.01
644 83 0.01
645 394 0.01
646 413 0.01
647 28 0.01
648 29 0.01
649 502 0.01
649 94 0.01
650 308 0.01
651 87 0.01
652 292 0.01
652 174 0.01
653 271 0.01
654 332 0.01
655 413 0.01
656 453 0.01
657 79 0.01
658 234 0.01
659 293 0.01
659 442 0.01
659 234 0.01
659 141 0.01
659 142 0.01
659 143 0.01
659 81 0.01
659 144 0.01
659 509 0.01
660 6 0.01
661 14 0.01
662 510 0.01
662 112 0.01
663 511 0.01
663 400 0.01
663 512 0.01
664 513 0.01
664 358 0.01
665 14 0.01
666 480 0.01
666 280 0.01
667 487 0.01
668 187 0.01
669 187 0.01
670 236 0.01
671 346 0.01
672 161 0.01
673 161 0.01
674 289 0.01
675 85 0.01
676 316 0.01
676 396 0.01
677 78 0.01
678 262 0.01
679 100 0.01
680 514 0.01
680 515 0.01
680 156 0.01
680 254 0.01
681 316 0.01
681 514 0.01
681 515 0.01
681 297 0.01
681 309 0.01
682 316 0.01
683 70 0.01
684 97 0.01
685 516 0.01
686 274 0.01
686 413 0.01
686 516 0.01
687 442 0.01
688 442 0.01
689 44 0.01
690 517 0.01
690 23 0.01
